0.00000e+000	2.77630e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
1.25000e-003	2.77631e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
3.75000e-003	2.77629e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
6.25000e-003	2.77626e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
8.75000e-003	2.77611e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
1.12500e-002	2.77597e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
1.37500e-002	2.77586e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
1.62500e-002	2.77564e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
1.87500e-002	2.45956e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
2.12500e-002	2.30159e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
2.37500e-002	2.13838e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
2.62500e-002	1.96552e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
2.87500e-002	1.79297e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
3.12500e-002	1.62659e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
3.37500e-002	1.46212e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
3.62500e-002	1.28954e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
3.87500e-002	1.10606e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
4.12500e-002	9.20465e-002	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
4.37500e-002	7.38524e-002	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
4.62500e-002	5.65871e-002	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
4.87500e-002	4.06046e-002	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
5.12500e-002	2.63299e-002	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
5.37500e-002	1.42609e-002	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
5.62500e-002	5.14674e-003	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
5.87500e-002	3.11167e-004	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
6.12500e-002	1.96226e-003	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
6.37500e-002	1.31031e-002	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
6.62500e-002	3.67648e-002	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
6.87500e-002	7.51897e-002	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
7.12500e-002	1.30309e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
7.37500e-002	2.04923e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
7.62500e-002	3.00897e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
7.87500e-002	4.15685e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
8.12500e-002	5.56673e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
8.37500e-002	8.05895e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
8.62500e-002	8.06089e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
8.87500e-002	8.06222e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
9.12500e-002	8.06472e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
9.37500e-002	8.07015e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
9.62500e-002	8.07676e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
9.87500e-002	9.55780e-001	3.00731e-001	-1.84594e+001	-5.13280e+000	2.73000e+002
